league | aatrox | noun | 아트록스 | aatrox is a strong blind pick | 아트록스는 무난한 선픽이야
league | base defense | noun | 우주방어 | Their base defense with smolder is insane. | 스몰더 낀 쟤네 우주방어 진짜 미쳤네.
league | base defense | noun | 우주방어 | We can't break their base defense. | 쟤네 우주방어 못 뚫겠어.
league | base defense | noun | 우주방어 | Such a strong base defense. | 우주방어 진짜 빡세네.
league | base defense | noun | 우주방어 | Need a strategy for their base defense. | 우주방어 뚫을 전략 필요해.
league | base race | verb | 엘리전하다 | they are pushing mid but we can win the base race | 쟤네 미드 푸시하지만 우리가 엘리전하면 승리할 수 있어
league | base race | verb | 철거경쟁하다 | losing the base race by one second | 일 초 차이로 철거경쟁 패배했어
league | base race | verb | 엘리전하다 | we can base race with jax right now | 우리 지금 잭스로 엘리전할 수 있어
league | base stats | noun | 깡스펙 | Mega Gnar has insane base stats. | 메가 나르 깡스펙 진짜 미쳤어.
league | base stats | noun | 기본 능력치 | Yuumi's base stats are negative. | 유미 기본 능력치는 마이너스 수준이야.
league | base stats | noun | 깡스펙 | That champ wins with base stats alone. | 쟤는 깡스펙만으로도 이긴다.
league | base stats | noun | 기본 능력치 | His base stats are overloaded. | 쟤 기본 능력치 너무 사기야.
league | behind | modifier | 망한 | help the behind bot lane | 망한 바텀 라인 도와줘
league | behind | predicate | 불리하다 | we are too far behind to fight | 우리 교전하기엔 너무 불리해
league | bel'veth | noun | 벨베스 | bel'veth is taking the rift herald | 벨베스가 협곡의 전령 먹고 있어
league | bel'veth | noun | 가오리 | slapping everyone to death with bel'veth attack speed | 가오리 공속으로 애들 다 패죽이고 다니네
league | berserker's greaves | noun | 광전사의 군화 | auto-attackers always buy berserker's greaves | 평타 딜러들은 항상 광전사의 군화를 사
league | berserkers | noun | 광전사 | i just got my berserkers, let's fight | 나 방금 광전사 샀어, 싸우자
league | betting site | noun | 사설 토토 | Betting site users are ruining games. | 사설 토토 충들이 겜 다 망치네.
league | betting site | noun | 사설 토토 | Stop talking about the betting site. | 사설 토토 얘기 좀 그만해.
league | betting site | noun | 사설 토토 | He's probably from a betting site. | 쟤 사설 토토 하는 놈일 듯.
league | betting site | noun | 사설 토토 | Betting site bots everywhere. | 사설 토토 봇 천지네.
league | betting site | noun | 불법 토토 | These betting site users ruin everything. | 이 불법 토토 충들이 겜 다 망치네.
league | betting site | noun | 불법 토토 | Stop being a betting site bot. | 불법 토토 봇 짓 좀 그만해.
league | betting site | noun | 불법 토토 | Another betting site user in my game. | 또 불법 토토 충 만났네.
league | betting site | noun | 불법 토토 | Betting site scum are everywhere. | 불법 토토 쓰레기들이 천지네.
league | bf | noun | 비에프 | i need hundred gold for my bf | 나 비에프 사게 백 골드만
league | bf | noun | 대검 | backing with 1300 gold for a crisp bf | 깔끔하게 1300원 모아서 대검 사러 집 감
league | biscuit delivery | noun | 비스킷 배달 | biscuit delivery restores health and permanent mana | 비스킷 배달은 체력이랑 영구적인 마나를 채워줘
league | biscuits | noun | 비스킷 | crunching a biscuit to survive the ignite | 점화 틱뎀 버티려고 비스킷 씹는 중
league | black cleaver | noun | 칠흑의 양날 도끼 | black cleaver shreds the enemy's armor | 칠흑의 양날 도끼는 적의 방어력을 깎아내려
league | blade of the ruined king | noun | 몰락한 왕의 검 | irelia hits her power spike with blade of the ruined king | 이렐리아는 몰락한 왕의 검 나오면 전성기 와
league | blame | verb | 남탓하다 | low elo players always blame their jungler for everything | 심해 유저들은 항상 정글 상대로 모든 걸 남탓해
league | blast cone | noun | 솔방울탄 | Use the blast cone over the wall. | 솔방울탄 타고 벽 넘어.
league | blast cone | noun | 폭발 솔방울 | Hit the blast cone to escape. | 도망치게 폭발 솔방울 쳐.
league | blast cone | noun | 솔방울탄 | Save the blast cone. | 솔방울탄 아껴.
league | blast cone | noun | 솔방울탄 | They used the blast cone. | 쟤네 솔방울탄 썼어.
league | blast cone | noun | 솔방울탄 | hit the blast cone to jump over the wall | 솔방울탄 쳐서 벽 넘어가
league | blast cone | noun | 솔방울 | griefer hit the blast cone and killed me | 트롤러 새끼가 솔방울 쳐서 나 죽였어
league | blasting | noun | 방출의 마법공학 | returning with just a blasting wand isn't bad | 방출의 마법공학 하나만 사오는 것도 안 나쁘지
league | blasting wand | noun | 방출봉 | pick up a blasting wand | 방출봉 하나 사
league | blind | noun | 실명 | Teemo blind makes me useless. | 티모 실명 맞으니까 내가 할 게 없네.
league | blind | noun | 평타 무시 | Quinn's blind is so annoying for ADCs. | 퀸 평타 무시는 원딜 입장에서 너무 짜증나.
league | blind | noun | 실명 | I can't hit through blind. | 실명 걸려서 평타 못 쳐.
league | blind | noun | 실명 | Blind the ADC. | 원딜 실명 걸어.
league | blind | verb | 블라인드픽하다 | blind picking top lane is painful | 탑 라인 블라인드픽하는 건 고통이야
league | blind | verb | 선픽확정하다 | never blind pick kasadin unless you want to get counterpicked | 카운터당하기 싫으면 카사딘 절대 선픽확정하지 마
league | blind | verb | 실명적용하다 | teemo blinds garen | 티모가 가렌한테 실명적용해
league | blind pick | noun | 선픽 | ornn is a safe blind pick | 오른은 무난한 선픽이야
league | blind pick | noun | 블라인드 픽 | you can't blind pick katarina in this meta | 이 메타에 카타리나 블라인드 픽 박는 건 에바지
league | blind pick | verb | 선픽하다 | blind picking katarina is asking to lose the game | 카타리나 선픽하는 건 게임 패배를 자초하는 거야
league | blind pick | verb | 선픽하다 | don't blind pick top lane | 탑 라인 선픽하지 마
league | blind spot | noun | 사각지대 | sit in the ward blind spot | 와드 사각지대에 대기해
league | blind spot | noun | 시야 안 닿는 곳 | he engaged from the complete blind spot | 쟤 완전 시야 안 닿는 곳에서 이니시 걸었어
league | blind steal | noun | 노시야 스틸 | did she just blind steal that? | 방금 저거 노시야 스틸로 먹은 거냐?
league | blind steal | noun | 노시야 스틸 | Did she just blind steal that? | 방금 저거 노시야 스틸로 먹은 거냐?
league | blind steal | noun | 노시야 스틸 | How did he get a blind steal? | 쟤 어떻게 노시야 스틸을 한 거야?
league | blind steal | noun | 노시야 스틸 | Watch out for a blind steal. | 노시야 스틸 조심해.
league | blind steal | noun | 노시야 스틸 | That was a crazy blind steal. | 방금 노시야 스틸 미쳤네.
league | blinded | modifier | 실명당한 | the blinded adc deals zero damage | 실명당한 원딜은 데미지 제로야
league | blinded | predicate | 실명당하다 | i got blinded by teemo dart | 나 티모 다트에 실명당했어
league | blitzcrank | noun | 블리츠크랭크 | blitzcrank hooked the wrong target | 블리츠크랭크가 엉뚱한 타겟 끌었어
league | blitzcrank | noun | 블리츠 | missing every blitzcrank hook but hitting the one that matters | 블리츠 그랩 다 빗나가더니 진짜 중요한 건 딱 맞추네
league | block | noun | 길막 | getting bodyblocked by my own minions | 우리 미니언한테 길막 당해서 죽음
league | block | verb | 길막당하다 | walking through the wave and getting minion blocked | 웨이브 지나가다가 미니언에 길막당하네
league | bloodline | noun | 핏빛 길 | bloodline takes way too long to stack now | 핏빛 길 이제 스택 쌓는데 시간 너무 오래 걸려
league | bloodline | noun | 핏빛 길 | bloodline is better for the late game | 핏빛 길은 후반에 더 좋아
league | bloodline | noun | 피흡 룬 | fully stacked bloodline is basically a vamp scepter | 피흡 룬 풀스택 쌓으면 걍 흡낫 하나 있는 거임
league | blow flashes | verb | 플래시소모하다 | use your ultimate just to blow flash before the major objective spawns | 주요 오브젝트 등장하기 전에 걍 궁극기 사용해서 적 플래시소모해
league | blow up | verb | 폭사하다 | if leblanc lands her combo she will blow up the adc in a second | 르블랑 콤보 적중하면 원딜 일 초 만에 폭사할 거야
league | blue | noun | 블루 | stealing their blue and running away | 적 정글 블루 빼먹고 빤스런 중
league | blue buff | noun | 블루 | mid needs blue buff | 미드 블루 필요함
league | blue buff | noun | 블루 버프 | passing blue buff to the fed ahri | 잘 큰 아리한테 블루 버프 양보하네
league | blue buff | noun | 블루 버프 | give the blue buff to the mid laner for mana regeneration | 마나 재생하게 미드한테 블루 버프 줘
league | blue trinket | noun | 파란 렌즈 | use blue trinket to check the bush | 부쉬 체크하게 파란 렌즈 좀 써봐
league | BM | verb | 인성질하다 | stop BMing at the fountain and end | 우물에서 인성질하지 말고 게임 끝내
league | BM | verb | 도발하다 | he BMed with mastery emote and died to tower | 쟤 숙련도 감표로 도발하다가 타워에 죽었어
league | bodyblock | noun | 몸빵 | thanks for the bodyblock mate | 몸빵해줘서 고맙다
league | bodyblock | verb | 대신방어하다 | bodyblock the caitlyn ult i have no hp | 나 체력 없으니까 케이틀린 궁극기 대신방어해
league | bodyblock | verb | 몸빵하다 | nice bodyblock on the blitz hook | 블리츠 그랩 몸빵한 거 나이스
league | bone plating | noun | 뼈 방패 | bone plating blocks the burst damage of their combo | 뼈 방패는 상대 콤보 폭딜을 막아줘
league | bone plating | noun | 뼈방 | pop his bone plating before you all in | 올인 쇼부 치기 전에 쟤 뼈방부터 빼
league | bone plating | noun | 뼈방패 | pop his bone plating before we all-in | 우리 올인하기 전에 쟤 뼈방패부터 빼
league | bone plating | noun | 뼈방 | autoing once to break bone plating | 뼈방 빼려고 평타 한 대 툭 침
league | bonus ad | noun | 추가 물리뎀 | Does this scale with bonus AD or total AD? | 이거 계수가 추가 물리뎀이야 아님 총합이야?
league | bonus ad | noun | 추가 물리뎀 | It scales with bonus AD. | 추가 물리뎀 계수야.
league | bonus ad | noun | 추가 물리뎀 | Bonus AD is better here. | 이번엔 추가 물리뎀이 좋아.
league | bonus ad | noun | 추가 물리뎀 | Stack bonus AD. | 추가 물리뎀 올려.
﻿league | boomer hands | noun | 틀딱 피지컬 | My boomer hands are acting up again. | 틀딱 피지컬 또 도졌네.
league | boomer hands | noun | 틀딱 피지컬 | I can't hit anything with these boomer hands. | 틀딱 피지컬이라 스킬이 안 맞네.
league | boomer hands | noun | 틀딱 피지컬 | My boomer hands missed that combo. | 틀딱 피지컬 때문에 콤보 놓쳤네.
league | boomer hands | noun | 틀딱 피지컬 | Boomer hands diff. | 틀딱 피지컬 차이네.
league | boosted | predicate | 대리승급되다 | this guy plays like an iron player he definitely got boosted to master | 얘 아이언 유저처럼 플레이해 얜 무조건 마스터로 대리승급됐어
league | boosted | modifier | 대리받은 | this boosted mid is doing nothing | 이 대리받은 미드 아무것도 안 해
