basketball | 3-and-D | noun | 3앤D | Thompson is the ultimate 3-and-D. | 탐슨은 최고의 3앤D야.
basketball | clutch | noun | 클러치 | Another clutch bucket. | 또 클러치 득점이네.
basketball | clutch | noun | 클러치 | Lillard time is pure clutch. | 릴라드 타임은 진짜 클러치야.
basketball | clutch | noun | 클러치 | He's built for clutch moments. | 클러치에 강한 선수야.
basketball | clutch | noun | 클러치 | Big clutch bucket there. | 결정적인 클러치 득점이야.
basketball | clutch | noun | 클러치 | That's a clutch shot. | 완전 클러치 슛이야.
basketball | clutch time | noun | 승부처 | Fox dominates in clutch time. | 폭스는 승부처에 강해.
basketball | clutch time | noun | 승부처 | It's clutch time now. | 이제 승부처야.
basketball | clutch time | noun | 승부처 | He always delivers in clutch time. | 승부처마다 해줘.
basketball | clutch time | noun | 승부처 | The game entered clutch time. | 경기가 승부처로 들어갔어.
basketball | Clyde Drexler | noun | 클라이드 드렉슬러 | Clyde Drexler finished the fastbreak. | 클라이드 드렉슬러가 속공을 마무리했어.
basketball | Clyde Drexler | noun | 클라이드 드렉슬러 | Clyde Drexler attacked the rim. | 클라이드 드렉슬러가 림을 공략했어.
basketball | Clyde Drexler | noun | 클라이드 드렉슬러 | Clyde Drexler got out in transition. | 클라이드 드렉슬러가 트랜지션으로 뛰어 나갔어.
basketball | Clyde Drexler | noun | 클라이드 드렉슬러 | Clyde Drexler threw down the dunk. | 클라이드 드렉슬러가 덩크를 꽂았어.
basketball | contest | noun | 슛 방해 | Great contest by Brook Lopez. | 브룩 로페즈 슛 방해 좋았다.
basketball | contest | noun | 슛 방해 | That was a strong contest. | 수비 압박 좋았네.
basketball | contest | noun | 슛 방해 | Good contest, better shot. | 슛 방해는 좋았는데 더 잘 넣었네.
basketball | contest | noun | 슛 방해 | Get a hand up and contest. | 손 올리고 방해해.
basketball | contest | noun | 컨테스트 | Good contest by Brook Lopez. | 브룩 로페즈의 좋은 컨테스트.
basketball | contest | noun | 컨테스트 | That's a strong contest. | 컨테스트가 좋았어.
basketball | contest | noun | 컨테스트 | He got a hand up for the contest. | 컨테스트를 잘했어.
basketball | contest | noun | 컨테스트 | The contest forced a miss. | 컨테스트로 슛을 놓치게 했어.
basketball | contest | verb | 컨테스트하다 | He contested the shot at the rim. | 림 근처 슛을 컨테스트했어.
basketball | contest | verb | 컨테스트하다 | Gobert contested every shot inside. | 고베어가 골밑 슛을 계속 컨테스트했어.
basketball | contest | verb | 컨테스트하다 | He contested the corner three. | 코너 3점을 컨테스트했어.
basketball | contest | verb | 컨테스트하다 | Contest every jumper they take. | 상대 점퍼를 전부 컨테스트해.
basketball | convert | verb | 득점하다 | He converted at the rim. | 림 근처에서 득점했어.
basketball | convert | verb | 득점하다 | He converted the and-one. | 앤드원으로 득점했어.
basketball | convert | verb | 득점하다 | He converted through traffic. | 수비 사이에서 득점했어.
basketball | convert | verb | 득점하다 | He converted the fastbreak. | 속공에서 득점했어.
basketball | corner | noun | 코너 | Tucker hits the corner three. | 터커가 코너 3점을 넣었어.
basketball | corner | noun | 코너 | Stay in the corner. | 코너에 있어.
basketball | corner | noun | 코너 | He found the corner shooter. | 코너 슈터를 찾았어.
basketball | corner | noun | 코너 | The pass went to the corner. | 패스가 코너로 갔어.
basketball | create | verb | 찬스를 만들다 | He created for his teammates. | 팀원 찬스를 만들었어.
basketball | create | verb | 찬스를 만들다 | Luka created all night. | 루카가 계속 찬스를 만들었어.
basketball | create | verb | 찬스를 만들다 | He created off the dribble. | 드리블로 찬스를 만들었어.
basketball | create | verb | 찬스를 만들다 | He created space. | 공간을 만들었어.
basketball | crossover | noun | 크로스오버 | Iverson's legendary crossover on MJ. | 아이버슨의 전설적인 크로스오버.
basketball | crossover | noun | 크로스오버 | Nasty crossover by Kyrie. | 카이리의 엄청난 크로스오버야.
basketball | crossover | noun | 크로스오버 | That crossover broke his ankles. | 크로스오버에 완전히 속았어.
basketball | crossover | noun | 크로스오버 | He hit him with a quick crossover. | 빠른 크로스오버를 썼어.
basketball | crunch time | noun | 승부처 | Murray is lethal in crunch time. | 머레이는 승부처에 강해.
basketball | crunch time | noun | 승부처 | It's crunch time now. | 이제 진짜 승부처야.
basketball | crunch time | noun | 승부처 | He always delivers in crunch time. | 승부처마다 해줘.
basketball | crunch time | noun | 승부처 | The stars took over in crunch time. | 승부처에 에이스들이 나섰어.
basketball | curl | noun | 컬 컷 | Curry scores off a curl. | 커리가 컬 컷으로 득점했어.
basketball | curl | noun | 컬 컷 | He came off a curl. | 컬 컷으로 나왔어.
basketball | curl | noun | 컬 컷 | Nice curl into the lane. | 컬 컷으로 골밑까지 들어갔어.
basketball | curl | noun | 컬 컷 | The curl got him an open shot. | 컬 컷으로 오픈 찬스가 났어.
basketball | curl | verb | 컬컷하다 | He curled off the screen. | 스크린 받고 컬컷했어.
basketball | curl | verb | 컬컷하다 | Curry curled into the lane. | 커리가 컬컷했어.
basketball | curl | verb | 컬컷하다 | He curled for a jumper. | 컬컷 후 슛했어.
basketball | curl | verb | 컬컷하다 | He curled to the elbow. | 엘보우로 컬컷했어.
basketball | curl | verb | 컬컷하다 | He curled around the screen for space. | 공간 만들려고 스크린 타고 컬컷했어.
basketball | curl | verb | 컬컷하다 | Curry curled into the lane for a floater. | 커리가 플로터 위해 페인트존으로 컬컷했어.
basketball | curl | verb | 컬컷하다 | He curled toward the elbow for a jumper. | 점퍼 위해 엘보 쪽으로 컬컷했어.
basketball | curl | verb | 컬컷하다 | Curl hard when the defender trails. | 수비가 따라오면 강하게 컬컷해.
basketball | cut | verb | 컷인하다 | He cut to the rim. | 림으로 컷인했어.
basketball | cut | verb | 컷인하다 | Brown cut behind the defense. | 브라운이 수비 뒤로 컷인했어.
basketball | cut | verb | 컷인하다 | He cut from the corner. | 코너에서 컷인했어.
basketball | cut | verb | 컷인하다 | Keep cutting without the ball. | 계속 컷인해.
basketball | cut | verb | 컷인하다 | He cut to the basket behind the defense. | 수비 뒤로 골밑까지 컷인했어.
basketball | cut | verb | 컷인하다 | Brown cut from the corner for a layup. | 브라운이 코너에서 컷인해서 레이업했어.
basketball | cut | verb | 컷인하다 | He cut into the paint for the pass. | 패스 받으려고 페인트존으로 컷인했어.
basketball | cut | verb | 컷인하다 | Cut when the defender loses sight. | 수비가 놓치면 바로 컷인해.
basketball | dagger | noun | 쐐기골 | Kyrie hits the dagger three. | 카이리가 쐐기 3점을 넣었어.
basketball | dagger | noun | 쐐기골 | That shot was the dagger. | 그 슛이 쐐기였어.
basketball | dagger | noun | 쐐기골 | He buried the dagger late. | 막판에 쐐기를 박았어.
basketball | dagger | noun | 쐐기골 | The dagger silenced the crowd. | 쐐기골에 경기장이 조용해졌어.
basketball | Damian Lillard | noun | 데이미언 릴라드 | Damian Lillard pulled up from deep. | 데이미언 릴라드가 멀리서 바로 쐈어.
basketball | Damian Lillard | noun | 데이미언 릴라드 | Damian Lillard hit the dagger. | 데이미언 릴라드가 쐐기슛을 넣었어.
basketball | Damian Lillard | noun | 데이미언 릴라드 | Damian Lillard took over late. | 데이미언 릴라드가 막판을 지배했어.
basketball | Damian Lillard | noun | 데이미언 릴라드 | Damian Lillard buried another three. | 데이미언 릴라드가 또 3점을 꽂았어.
basketball | Darius Garland | noun | 다리우스 갈랜드 | Darius Garland broke down the defense. | 다리우스 갈랜드가 수비를 무너뜨렸어.
basketball | Darius Garland | noun | 다리우스 갈랜드 | Darius Garland got into the lane. | 다리우스 갈랜드가 페인트존으로 들어갔어.
basketball | Darius Garland | noun | 다리우스 갈랜드 | Darius Garland dropped a dime. | 다리우스 갈랜드가 좋은 어시스트를 했어.
basketball | Darius Garland | noun | 다리우스 갈랜드 | Darius Garland controlled the offense. | 다리우스 갈랜드가 공격을 조율했어.
basketball | David Robinson | noun | 데이비드 로빈슨 | David Robinson protected the rim. | 데이비드 로빈슨이 림을 지켰어.
basketball | David Robinson | noun | 데이비드 로빈슨 | David Robinson ran the floor. | 데이비드 로빈슨이 코트를 잘 뛰었어.
basketball | David Robinson | noun | 데이비드 로빈슨 | David Robinson finished the lob. | 데이비드 로빈슨이 앨리웁을 마무리했어.
basketball | David Robinson | noun | 데이비드 로빈슨 | David Robinson dominated both ends. | 데이비드 로빈슨이 공수에서 활약했어.
basketball | De'Aaron Fox | noun | 디애런 팍스 | De'Aaron Fox blew by his defender. | 디애런 팍스가 수비를 제쳤어.
basketball | De'Aaron Fox | noun | 디애런 팍스 | De'Aaron Fox got to the rim. | 디애런 팍스가 림까지 들어갔어.
basketball | De'Aaron Fox | noun | 디애런 팍스 | De'Aaron Fox took over in clutch time. | 디애런 팍스가 승부처를 지배했어.
basketball | De'Aaron Fox | noun | 디애런 팍스 | De'Aaron Fox pushed the tempo. | 디애런 팍스가 템포를 끌어올렸어.
basketball | defensive rebound | noun | 수비 리바운드 | Gobert secures the defensive rebound. | 고베어가 수비 리바운드를 잡았어.
basketball | defensive rebound | noun | 수비 리바운드 | Finish the play with a defensive rebound. | 수비 리바운드로 마무리해야 해.
basketball | defensive rebound | noun | 수비 리바운드 | He grabbed every defensive rebound. | 수비 리바운드를 싹쓸이했어.
basketball | defensive rebound | noun | 수비 리바운드 | Strong defensive rebound there. | 수비 리바운드 좋았어.
basketball | deflection | noun | 디플렉션 | Covington makes a timely deflection. | 코빙턴 디플렉션 좋았다.
basketball | deflection | noun | 디플렉션 | Nice deflection there. | 디플렉션 좋네.
basketball | deflection | noun | 디플렉션 | That deflection saved the possession. | 디플렉션으로 살렸네.
basketball | deflection | noun | 디플렉션 | He leads the team in deflections. | 디플렉션은 팀 최고네.
basketball | deflection | noun | 디플렉션 | Covington leads in deflection. | 코빙턴은 디플렉션이 많아.
basketball | deflection | noun | 디플렉션 | Another deflection on defense. | 또 디플렉션이 나왔어.
basketball | deflection | noun | 디플렉션 | The deflection disrupted the play. | 디플렉션으로 공격이 끊겼어.
basketball | deflection | noun | 디플렉션 | Active hands create deflections. | 적극적인 손질이 디플렉션을 만들어.
basketball | Dejounte Murray | noun | 디존테 머레이 | Dejounte Murray picked up the steal. | 디존테 머레이가 스틸을 기록했어.
basketball | Dejounte Murray | noun | 디존테 머레이 | Dejounte Murray pushed the break. | 디존테 머레이가 속공을 전개했어.
basketball | Dejounte Murray | noun | 디존테 머레이 | Dejounte Murray filled up the stat sheet. | 디존테 머레이가 스탯을 가득 채웠어.
basketball | Dejounte Murray | noun | 디존테 머레이 | Dejounte Murray controlled the tempo. | 디존테 머레이가 경기 템포를 조절했어.
basketball | Dennis Rodman | noun | 데니스 로드맨 | Dennis Rodman grabbed another board. | 데니스 로드맨이 또 리바운드를 잡았어.
basketball | Dennis Rodman | noun | 데니스 로드맨 | Dennis Rodman fought for every rebound. | 데니스 로드맨이 리바운드에 몸을 던졌어.
basketball | Dennis Rodman | noun | 데니스 로드맨 | Dennis Rodman hustled all game. | 데니스 로드맨이 경기 내내 뛰어다녔어.
basketball | Dennis Rodman | noun | 데니스 로드맨 | Dennis Rodman frustrated his matchup. | 데니스 로드맨이 상대를 괴롭혔어.
basketball | deny | verb | 차단하다 | He denied the entry pass inside. | 인사이드 패스를 차단했어.
basketball | deny | verb | 차단하다 | Holiday denied him the ball. | 할러데이가 볼 투입을 차단했어.
